,from,to,weight,color,sample
0,IGHA2,IGHG1,0.02662879460323096,2.0,S1
1,IGHA2,IGHA1,0.04438132433871827,2.0,S1
2,IGHA2,IGHM,0.21303035682584767,5.688334060386978,S1
3,IGHA2,IGHG3,0.03550505947097461,2.569172430046978,S1
4,IGHA2,IGHG2,0.017752529735487306,2.0,S1
5,IGHG2,IGHG1,0.12426770814841115,4.585534051101853,S1
6,IGHG2,IGHA1,0.1153914432806675,2.2014133791173887,S1
7,IGHG2,IGHM,0.20415409195810402,2.0,S1
8,IGHG2,IGHG3,0.03550505947097461,2.0,S1
9,IGHG3,IGHG1,0.6568436002130303,35.143245249436816,S1
10,IGHG3,IGHA1,0.4793183028581573,11.114433016675155,S1
11,IGHG3,IGHM,0.7544825137582105,6.621102764290272,S1
12,IGHM,IGHG1,3.2220841469909463,19.677528206618906,S1
13,IGHM,IGHA1,4.491390023078289,21.70508616489178,S1
14,IGHA1,IGHG1,2.1125510385229895,45.55720359162863,S1
