,from,to,weight,color,sample
0,IGHA2,IGHG1,0.023179447556499904,2.0,S7
1,IGHA2,IGHA1,0.04635889511299981,2.0,S7
2,IGHA2,IGHM,0.1815723391925826,9.505849396553536,S7
3,IGHA2,IGHG3,0.007726482518833301,2.0,S7
4,IGHA2,IGHG2,0.011589723778249952,2.0,S7
5,IGHG2,IGHG1,0.2356577168244157,14.114425461361725,S7
6,IGHG2,IGHA1,0.11203399652308287,2.3641359430024376,S7
7,IGHG2,IGHM,0.3670079196445818,10.12515425383606,S7
8,IGHG2,IGHG3,0.015452965037666602,2.0,S7
9,IGHG3,IGHG1,0.629708325284914,33.42862159760479,S7
10,IGHG3,IGHA1,0.3631446783851652,9.817729146124002,S7
11,IGHG3,IGHM,0.8421865945528298,10.174007507085063,S7
12,IGHM,IGHG1,3.8941471894919837,36.35281368158283,S7
13,IGHM,IGHA1,3.3571566544330693,46.65919271062639,S7
14,IGHA1,IGHG1,2.453158199729573,140.77991560304145,S7
