,from,to,weight,color,sample
0,IGHA2,IGHG1,0.04154693072049302,2.0,S5
1,IGHA2,IGHA1,0.14195201329501783,7.667841779122521,S5
2,IGHA2,IGHM,0.21812138628258837,7.9616703414105245,S5
3,IGHA2,IGHG3,0.003462244226707752,2.0,S5
4,IGHA2,IGHG2,0.010386732680123256,2.0,S5
5,IGHG2,IGHG1,0.21465914205588063,25.347883538680943,S5
6,IGHG2,IGHA1,0.13502752484160233,3.8329624364384025,S5
7,IGHG2,IGHM,0.30467749195028215,14.121211690769314,S5
8,IGHG2,IGHG3,0.01731122113353876,2.0,S5
9,IGHG3,IGHG1,0.3392999342173597,25.930486448189264,S5
10,IGHG3,IGHA1,0.18349894401551087,2.0,S5
11,IGHG3,IGHM,0.4777897032856698,7.063797125036553,S5
12,IGHM,IGHG1,2.3543260741612713,12.054736526758083,S5
13,IGHM,IGHA1,4.123532874008933,42.54216202345312,S5
14,IGHA1,IGHG1,2.084271024478067,84.0759735202443,S5
