,from,to,weight,color,sample
0,IGHA2,IGHG1,0.046288260140021985,2.0,S9
1,IGHA2,IGHA1,0.26615749580512643,10.421800394912609,S9
2,IGHA2,IGHM,0.2256552681826072,2.1634238283444724,S9
3,IGHA2,IGHG3,0.0,2.0,S9
4,IGHA2,IGHG2,0.011572065035005496,2.0,S9
5,IGHG2,IGHG1,0.09836255279754673,10.777887606752605,S9
6,IGHG2,IGHA1,0.05786032517502748,2.0,S9
7,IGHG2,IGHM,0.07521842272753573,2.0,S9
8,IGHG2,IGHG3,0.0,2.0,S9
9,IGHG3,IGHG1,0.16200891049007696,6.666910264559828,S9
10,IGHG3,IGHA1,0.10993461783255222,2.0,S9
11,IGHG3,IGHM,0.4339524388127061,8.421591524982446,S9
12,IGHM,IGHG1,2.0656136087484813,26.87663057909745,S9
13,IGHM,IGHA1,3.772493201411792,2.561079712385692,S9
14,IGHA1,IGHG1,1.174564601053058,8.02090326633152,S9
